country_year;index_for_pop_infl;CO2;Country of birth/nationality;VAR;;Variable;GEN;Gender;COU;Country;YEA;Year;foreign_popul_stock;Flag Codes;Flags;year_min_1;country_year_min_1;foreign_popul_stock_min_1;foreign_popul_diff;foreign_popul_pct_change;For_pop_inflow;year_min2;country_year_min_2;foreign_popul_stock_min_2
United Kingdom2011;United Kingdom2011Inflows of foreign population by nationality;TOT;Total;B15;;Stock of foreign population by nationality;TOT;Total;GBR;United Kingdom;2011;2011;4785000;;;2010;United Kingdom2010;4524000;261000;0.057692308;208000;2009;United Kingdom2009;4348000
United Kingdom2012;United Kingdom2012Inflows of foreign population by nationality;TOT;Total;B15;;Stock of foreign population by nationality;TOT;Total;GBR;United Kingdom;2012;2012;4788000;;;2011;United Kingdom2011;4785000;3000;0.000626959;197000;2010;United Kingdom2010;4524000
United Kingdom2013;United Kingdom2013Inflows of foreign population by nationality;TOT;Total;B15;;Stock of foreign population by nationality;TOT;Total;GBR;United Kingdom;2013;2013;4941000;;;2012;United Kingdom2012;4788000;153000;0.031954887;209000;2011;United Kingdom2011;4785000
United Kingdom2014;United Kingdom2014Inflows of foreign population by nationality;TOT;Total;B15;;Stock of foreign population by nationality;TOT;Total;GBR;United Kingdom;2014;2014;5154000;;;2013;United Kingdom2013;4941000;213000;0.043108682;248000;2012;United Kingdom2012;4788000
United Kingdom2015;United Kingdom2015Inflows of foreign population by nationality;TOT;Total;B15;;Stock of foreign population by nationality;TOT;Total;GBR;United Kingdom;2015;2015;5592000;;;2014;United Kingdom2014;5154000;438000;0.084982538;243000;2013;United Kingdom2013;4941000
United Kingdom2016;United Kingdom2016Inflows of foreign population by nationality;TOT;Total;B15;;Stock of foreign population by nationality;TOT;Total;GBR;United Kingdom;2016;2016;5951000;;;2015;United Kingdom2015;5592000;359000;0.064198856;220000;2014;United Kingdom2014;5154000
United Kingdom2017;United Kingdom2017Inflows of foreign population by nationality;TOT;Total;B15;;Stock of foreign population by nationality;TOT;Total;GBR;United Kingdom;2017;2017;6137000;;;2016;United Kingdom2016;5951000;186000;0.031255251;237000;2015;United Kingdom2015;5592000
United Kingdom2018;United Kingdom2018Inflows of foreign population by nationality;TOT;Total;B15;;Stock of foreign population by nationality;TOT;Total;GBR;United Kingdom;2018;2018;5991000;;;2017;United Kingdom2017;6137000;-146000;-0.023790125;#N/A;2016;United Kingdom2016;5951000
Estonia1999;Estonia1999Inflows of foreign population by nationality;TOT;Total;B15;;Stock of foreign population by nationality;TOT;Total;EST;Estonia;1999;1999;322987;;;1998;Estonia1998;#N/A;#N/A;#N/A;#N/A;1997;Estonia1997;#N/A
Estonia2000;Estonia2000Inflows of foreign population by nationality;TOT;Total;B15;;Stock of foreign population by nationality;TOT;Total;EST;Estonia;2000;2000;291724;;;1999;Estonia1999;322987;-31263;-0.096793369;#N/A;1998;Estonia1998;#N/A
Estonia2001;Estonia2001Inflows of foreign population by nationality;TOT;Total;B15;;Stock of foreign population by nationality;TOT;Total;EST;Estonia;2001;2001;287072;;;2000;Estonia2000;291724;-4652;-0.01594658;#N/A;1999;Estonia1999;322987
Estonia2002;Estonia2002Inflows of foreign population by nationality;TOT;Total;B15;;Stock of foreign population by nationality;TOT;Total;EST;Estonia;2002;2002;273766;;;2001;Estonia2001;287072;-13306;-0.046350741;#N/A;2000;Estonia2000;291724
Estonia2012;Estonia2012Inflows of foreign population by nationality;TOT;Total;B15;;Stock of foreign population by nationality;TOT;Total;EST;Estonia;2012;2012;211097;;;2011;Estonia2011;#N/A;#N/A;#N/A;495;2010;Estonia2010;#N/A
Estonia2013;Estonia2013Inflows of foreign population by nationality;TOT;Total;B15;;Stock of foreign population by nationality;TOT;Total;EST;Estonia;2013;2013;210949;;;2012;Estonia2012;211097;-148;-0.000701099;715;2011;Estonia2011;#N/A
Estonia2014;Estonia2014Inflows of foreign population by nationality;TOT;Total;B15;;Stock of foreign population by nationality;TOT;Total;EST;Estonia;2014;2014;211705;;;2013;Estonia2013;210949;756;0.003583805;507;2012;Estonia2012;211097
Estonia2015;Estonia2015Inflows of foreign population by nationality;TOT;Total;B15;;Stock of foreign population by nationality;TOT;Total;EST;Estonia;2015;2015;211431;;;2014;Estonia2014;211705;-274;-0.001294254;2825;2013;Estonia2013;210949
Estonia2016;Estonia2016Inflows of foreign population by nationality;TOT;Total;B15;;Stock of foreign population by nationality;TOT;Total;EST;Estonia;2016;2016;211517;;;2015;Estonia2015;211431;86;0.000406752;2937;2014;Estonia2014;211705
Estonia2017;Estonia2017Inflows of foreign population by nationality;TOT;Total;B15;;Stock of foreign population by nationality;TOT;Total;EST;Estonia;2017;2017;212213;;;2016;Estonia2016;211517;696;0.003290516;3306;2015;Estonia2015;211431
Estonia2018;Estonia2018Inflows of foreign population by nationality;TOT;Total;B15;;Stock of foreign population by nationality;TOT;Total;EST;Estonia;2018;2018;213667;;;2017;Estonia2017;212213;1454;0.006851607;#N/A;2016;Estonia2016;211517
Iceland1951;Iceland1951Inflows of foreign population by nationality;TOT;Total;B15;;Stock of foreign population by nationality;TOT;Total;ISL;Iceland;1951;1951;2700;;;1950;Iceland1950;#N/A;#N/A;#N/A;#N/A;1949;Iceland1949;#N/A
Iceland1961;Iceland1961Inflows of foreign population by nationality;TOT;Total;B15;;Stock of foreign population by nationality;TOT;Total;ISL;Iceland;1961;1961;2500;;;1960;Iceland1960;#N/A;#N/A;#N/A;#N/A;1959;Iceland1959;#N/A
Iceland1965;Iceland1965Inflows of foreign population by nationality;TOT;Total;B15;;Stock of foreign population by nationality;TOT;Total;ISL;Iceland;1965;1965;2800;;;1964;Iceland1964;#N/A;#N/A;#N/A;#N/A;1963;Iceland1963;#N/A
Iceland1974;Iceland1974Inflows of foreign population by nationality;TOT;Total;B15;;Stock of foreign population by nationality;TOT;Total;ISL;Iceland;1974;1974;2900;;;1973;Iceland1973;#N/A;#N/A;#N/A;#N/A;1972;Iceland1972;#N/A
Iceland1981;Iceland1981Inflows of foreign population by nationality;TOT;Total;B15;;Stock of foreign population by nationality;TOT;Total;ISL;Iceland;1981;1981;3200;;;1980;Iceland1980;#N/A;#N/A;#N/A;#N/A;1979;Iceland1979;#N/A
Iceland1986;Iceland1986Inflows of foreign population by nationality;TOT;Total;B15;;Stock of foreign population by nationality;TOT;Total;ISL;Iceland;1986;1986;3500;;;1985;Iceland1985;#N/A;#N/A;#N/A;#N/A;1984;Iceland1984;#N/A
Iceland1988;Iceland1988Inflows of foreign population by nationality;TOT;Total;B15;;Stock of foreign population by nationality;TOT;Total;ISL;Iceland;1988;1988;3900;;;1987;Iceland1987;#N/A;#N/A;#N/A;#N/A;1986;Iceland1986;3500
Iceland1989;Iceland1989Inflows of foreign population by nationality;TOT;Total;B15;;Stock of foreign population by nationality;TOT;Total;ISL;Iceland;1989;1989;4800;;;1988;Iceland1988;3900;900;0.230769231;#N/A;1987;Iceland1987;#N/A
Iceland1990;Iceland1990Inflows of foreign population by nationality;TOT;Total;B15;;Stock of foreign population by nationality;TOT;Total;ISL;Iceland;1990;1990;4800;;;1989;Iceland1989;4800;0;0;#N/A;1988;Iceland1988;3900
Iceland1991;Iceland1991Inflows of foreign population by nationality;TOT;Total;B15;;Stock of foreign population by nationality;TOT;Total;ISL;Iceland;1991;1991;4800;;;1990;Iceland1990;4800;0;0;#N/A;1989;Iceland1989;4800
Iceland1992;Iceland1992Inflows of foreign population by nationality;TOT;Total;B15;;Stock of foreign population by nationality;TOT;Total;ISL;Iceland;1992;1992;5400;;;1991;Iceland1991;4800;600;0.125;#N/A;1990;Iceland1990;4800
Iceland1993;Iceland1993Inflows of foreign population by nationality;TOT;Total;B15;;Stock of foreign population by nationality;TOT;Total;ISL;Iceland;1993;1993;4826;;;1992;Iceland1992;5400;-574;-0.106296296;#N/A;1991;Iceland1991;4800
Iceland1994;Iceland1994Inflows of foreign population by nationality;TOT;Total;B15;;Stock of foreign population by nationality;TOT;Total;ISL;Iceland;1994;1994;4825;;;1993;Iceland1993;4826;-1;-0.000207211;#N/A;1992;Iceland1992;5400
Iceland1995;Iceland1995Inflows of foreign population by nationality;TOT;Total;B15;;Stock of foreign population by nationality;TOT;Total;ISL;Iceland;1995;1995;4715;;;1994;Iceland1994;4825;-110;-0.022797927;#N/A;1993;Iceland1993;4826
Iceland1996;Iceland1996Inflows of foreign population by nationality;TOT;Total;B15;;Stock of foreign population by nationality;TOT;Total;ISL;Iceland;1996;1996;4807;;;1995;Iceland1995;4715;92;0.019512195;#N/A;1994;Iceland1994;4825
Iceland1997;Iceland1997Inflows of foreign population by nationality;TOT;Total;B15;;Stock of foreign population by nationality;TOT;Total;ISL;Iceland;1997;1997;5148;;;1996;Iceland1996;4807;341;0.070938215;#N/A;1995;Iceland1995;4715
Iceland1998;Iceland1998Inflows of foreign population by nationality;TOT;Total;B15;;Stock of foreign population by nationality;TOT;Total;ISL;Iceland;1998;1998;5635;;;1997;Iceland1997;5148;487;0.094599845;#N/A;1996;Iceland1996;4807
Iceland1999;Iceland1999Inflows of foreign population by nationality;TOT;Total;B15;;Stock of foreign population by nationality;TOT;Total;ISL;Iceland;1999;1999;6521;;;1998;Iceland1998;5635;886;0.157231588;1033;1997;Iceland1997;5148
Iceland2000;Iceland2000Inflows of foreign population by nationality;TOT;Total;B15;;Stock of foreign population by nationality;TOT;Total;ISL;Iceland;2000;2000;7271;;;1999;Iceland1999;6521;750;0.115013035;1289;1998;Iceland1998;5635
Iceland2001;Iceland2001Inflows of foreign population by nationality;TOT;Total;B15;;Stock of foreign population by nationality;TOT;Total;ISL;Iceland;2001;2001;8824;;;2000;Iceland2000;7271;1553;0.213588227;1322;1999;Iceland1999;6521
Iceland2002;Iceland2002Inflows of foreign population by nationality;TOT;Total;B15;;Stock of foreign population by nationality;TOT;Total;ISL;Iceland;2002;2002;9850;;;2001;Iceland2001;8824;1026;0.116273799;1025;2000;Iceland2000;7271
Iceland2003;Iceland2003Inflows of foreign population by nationality;TOT;Total;B15;;Stock of foreign population by nationality;TOT;Total;ISL;Iceland;2003;2003;10221;;;2002;Iceland2002;9850;371;0.037664975;711;2001;Iceland2001;8824
Iceland2004;Iceland2004Inflows of foreign population by nationality;TOT;Total;B15;;Stock of foreign population by nationality;TOT;Total;ISL;Iceland;2004;2004;10180;;;2003;Iceland2003;10221;-41;-0.004011349;956;2002;Iceland2002;9850
Iceland2005;Iceland2005Inflows of foreign population by nationality;TOT;Total;B15;;Stock of foreign population by nationality;TOT;Total;ISL;Iceland;2005;2005;10636;;;2004;Iceland2004;10180;456;0.044793713;1472;2003;Iceland2003;10221
Iceland2006;Iceland2006Inflows of foreign population by nationality;TOT;Total;B15;;Stock of foreign population by nationality;TOT;Total;ISL;Iceland;2006;2006;13778;;;2005;Iceland2005;10636;3142;0.295411809;1934;2004;Iceland2004;10180
Iceland2007;Iceland2007Inflows of foreign population by nationality;TOT;Total;B15;;Stock of foreign population by nationality;TOT;Total;ISL;Iceland;2007;2007;18563;;;2006;Iceland2006;13778;4785;0.347292786;3054;2005;Iceland2005;10636
Iceland2008;Iceland2008Inflows of foreign population by nationality;TOT;Total;B15;;Stock of foreign population by nationality;TOT;Total;ISL;Iceland;2008;2008;23421;;;2007;Iceland2007;18563;4858;0.261703388;2931;2006;Iceland2006;13778
Iceland2009;Iceland2009Inflows of foreign population by nationality;TOT;Total;B15;;Stock of foreign population by nationality;TOT;Total;ISL;Iceland;2009;2009;24379;;;2008;Iceland2008;23421;958;0.040903463;1631;2007;Iceland2007;18563
Iceland2010;Iceland2010Inflows of foreign population by nationality;TOT;Total;B15;;Stock of foreign population by nationality;TOT;Total;ISL;Iceland;2010;2010;21701;;;2009;Iceland2009;24379;-2678;-0.10984864;1451;2008;Iceland2008;23421
Iceland2011;Iceland2011Inflows of foreign population by nationality;TOT;Total;B15;;Stock of foreign population by nationality;TOT;Total;ISL;Iceland;2011;2011;21143;;;2010;Iceland2010;21701;-558;-0.025713101;1377;2009;Iceland2009;24379
Iceland2012;Iceland2012Inflows of foreign population by nationality;TOT;Total;B15;;Stock of foreign population by nationality;TOT;Total;ISL;Iceland;2012;2012;20957;;;2011;Iceland2011;21143;-186;-0.008797238;1389;2010;Iceland2010;21701
Iceland2013;Iceland2013Inflows of foreign population by nationality;TOT;Total;B15;;Stock of foreign population by nationality;TOT;Total;ISL;Iceland;2013;2013;21446;;;2012;Iceland2012;20957;489;0.023333492;1866;2011;Iceland2011;21143
Iceland2014;Iceland2014Inflows of foreign population by nationality;TOT;Total;B15;;Stock of foreign population by nationality;TOT;Total;ISL;Iceland;2014;2014;22744;;;2013;Iceland2013;21446;1298;0.060524107;1939;2012;Iceland2012;20957
Iceland2015;Iceland2015Inflows of foreign population by nationality;TOT;Total;B15;;Stock of foreign population by nationality;TOT;Total;ISL;Iceland;2015;2015;24294;;;2014;Iceland2014;22744;1550;0.068149842;2147;2013;Iceland2013;21446
Iceland2016;Iceland2016Inflows of foreign population by nationality;TOT;Total;B15;;Stock of foreign population by nationality;TOT;Total;ISL;Iceland;2016;2016;26485;;;2015;Iceland2015;24294;2191;0.090186877;3025;2014;Iceland2014;22744
Iceland2017;Iceland2017Inflows of foreign population by nationality;TOT;Total;B15;;Stock of foreign population by nationality;TOT;Total;ISL;Iceland;2017;2017;30275;;;2016;Iceland2016;26485;3790;0.143099868;4144;2015;Iceland2015;24294
Iceland2018;Iceland2018Inflows of foreign population by nationality;TOT;Total;B15;;Stock of foreign population by nationality;TOT;Total;ISL;Iceland;2018;2018;37830;;;2017;Iceland2017;30275;7555;0.24954583;#N/A;2016;Iceland2016;26485
Slovak Republic1994;Slovak Republic1994Inflows of foreign population by nationality;TOT;Total;B15;;Stock of foreign population by nationality;TOT;Total;SVK;Slovak Republic;1994;1994;10985;;;1993;Slovak Republic1993;#N/A;#N/A;#N/A;6347;1992;Slovak Republic1992;#N/A
Slovak Republic1995;Slovak Republic1995Inflows of foreign population by nationality;TOT;Total;B15;;Stock of foreign population by nationality;TOT;Total;SVK;Slovak Republic;1995;1995;16868;;;1994;Slovak Republic1994;10985;5883;0.535548475;6706;1993;Slovak Republic1993;#N/A
Slovak Republic1996;Slovak Republic1996Inflows of foreign population by nationality;TOT;Total;B15;;Stock of foreign population by nationality;TOT;Total;SVK;Slovak Republic;1996;1996;21873;;;1995;Slovak Republic1995;16868;5005;0.296715675;5432;1994;Slovak Republic1994;10985
Slovak Republic1997;Slovak Republic1997Inflows of foreign population by nationality;TOT;Total;B15;;Stock of foreign population by nationality;TOT;Total;SVK;Slovak Republic;1997;1997;24143;;;1996;Slovak Republic1996;21873;2270;0.103780917;6102;1995;Slovak Republic1995;16868
Slovak Republic1998;Slovak Republic1998Inflows of foreign population by nationality;TOT;Total;B15;;Stock of foreign population by nationality;TOT;Total;SVK;Slovak Republic;1998;1998;24786;;;1997;Slovak Republic1997;24143;643;0.026632979;6445;1996;Slovak Republic1996;21873
Slovak Republic1999;Slovak Republic1999Inflows of foreign population by nationality;TOT;Total;B15;;Stock of foreign population by nationality;TOT;Total;SVK;Slovak Republic;1999;1999;28429;;;1998;Slovak Republic1998;24786;3643;0.146978133;5861;1997;Slovak Republic1997;24143
Slovak Republic2000;Slovak Republic2000Inflows of foreign population by nationality;TOT;Total;B15;;Stock of foreign population by nationality;TOT;Total;SVK;Slovak Republic;2000;2000;29498;;;1999;Slovak Republic1999;28429;1069;0.037602448;4622;1998;Slovak Republic1998;24786
Slovak Republic2001;Slovak Republic2001Inflows of foreign population by nationality;TOT;Total;B15;;Stock of foreign population by nationality;TOT;Total;SVK;Slovak Republic;2001;2001;28801;;;2000;Slovak Republic2000;29498;-697;-0.023628721;4723;1999;Slovak Republic1999;28429
Slovak Republic2002;Slovak Republic2002Inflows of foreign population by nationality;TOT;Total;B15;;Stock of foreign population by nationality;TOT;Total;SVK;Slovak Republic;2002;2002;29418;;;2001;Slovak Republic2001;28801;617;0.021422867;4784;2000;Slovak Republic2000;29498
Slovak Republic2003;Slovak Republic2003Inflows of foreign population by nationality;TOT;Total;B15;;Stock of foreign population by nationality;TOT;Total;SVK;Slovak Republic;2003;2003;29491;;;2002;Slovak Republic2002;29418;73;0.002481474;4562;2001;Slovak Republic2001;28801
